id,content,topic
298,"registro 298 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 298","bulk"
299,"registro 299 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 299","bulk"
300,"registro 300 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 300","bulk"
301,"registro 301 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 301","bulk"
302,"registro 302 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 302","bulk"
303,"registro 303 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 303","bulk"
304,"registro 304 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 304","bulk"
305,"registro 305 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 305","bulk"
306,"registro 306 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 306","bulk"
307,"registro 307 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 307","bulk"
308,"registro 308 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 308","bulk"
309,"registro 309 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 309","bulk"
310,"registro 310 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 310","bulk"
311,"registro 311 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 311","bulk"
312,"registro 312 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 312","bulk"
313,"registro 313 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 313","bulk"
314,"registro 314 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 314","bulk"
315,"registro 315 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 315","bulk"
316,"registro 316 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 316","bulk"
317,"registro 317 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 317","bulk"
318,"registro 318 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 318","bulk"
319,"registro 319 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 319","bulk"
320,"registro 320 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 320","bulk"
321,"registro 321 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 321","bulk"
322,"registro 322 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 322","bulk"
323,"registro 323 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 323","bulk"
324,"registro 324 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 324","bulk"
325,"registro 325 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 325","bulk"
326,"registro 326 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 326","bulk"
327,"registro 327 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 327","bulk"
328,"registro 328 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 328","bulk"
329,"registro 329 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 329","bulk"
330,"registro 330 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 330","bulk"
331,"registro 331 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 331","bulk"
332,"registro 332 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 332","bulk"
333,"registro 333 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 333","bulk"
334,"registro 334 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 334","bulk"
335,"registro 335 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 335","bulk"
336,"registro 336 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 336","bulk"
337,"registro 337 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 337","bulk"
338,"registro 338 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 338","bulk"
339,"registro 339 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 339","bulk"
340,"registro 340 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 340","bulk"
341,"registro 341 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 341","bulk"
342,"registro 342 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 342","bulk"
343,"registro 343 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 343","bulk"
344,"registro 344 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 344","bulk"
345,"registro 345 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 345","bulk"
346,"registro 346 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 346","bulk"
347,"registro 347 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 347","bulk"
348,"registro 348 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 348","bulk"
349,"registro 349 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 349","bulk"
350,"registro 350 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 350","bulk"
351,"registro 351 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 351","bulk"
352,"registro 352 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 352","bulk"
353,"registro 353 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 353","bulk"
354,"registro 354 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 354","bulk"
355,"registro 355 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 355","bulk"
356,"registro 356 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 356","bulk"
357,"registro 357 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 357","bulk"
358,"registro 358 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 358","bulk"
359,"registro 359 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 359","bulk"
360,"registro 360 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 360","bulk"
361,"registro 361 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 361","bulk"
362,"registro 362 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 362","bulk"
363,"registro 363 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 363","bulk"
364,"registro 364 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 364","bulk"
365,"registro 365 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 365","bulk"
366,"registro 366 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 366","bulk"
367,"registro 367 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 367","bulk"
368,"registro 368 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 368","bulk"
369,"registro 369 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 369","bulk"
370,"registro 370 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 370","bulk"
371,"registro 371 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 371","bulk"
372,"registro 372 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 372","bulk"
373,"registro 373 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 373","bulk"
374,"registro 374 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 374","bulk"
375,"registro 375 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 375","bulk"
376,"registro 376 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 376","bulk"
377,"registro 377 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 377","bulk"
378,"registro 378 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 378","bulk"
379,"registro 379 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 379","bulk"
380,"registro 380 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 380","bulk"
381,"registro 381 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 381","bulk"
382,"registro 382 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 382","bulk"
383,"registro 383 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 383","bulk"
384,"registro 384 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 384","bulk"
385,"registro 385 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 385","bulk"
386,"registro 386 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 386","bulk"
387,"registro 387 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 387","bulk"
388,"registro 388 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 388","bulk"
389,"registro 389 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 389","bulk"
390,"registro 390 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 390","bulk"
391,"registro 391 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 391","bulk"
392,"registro 392 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 392","bulk"
393,"registro 393 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 393","bulk"
394,"registro 394 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 394","bulk"
395,"registro 395 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 395","bulk"
396,"registro 396 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 396","bulk"
397,"registro 397 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 397","bulk"
398,"registro 398 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 398","bulk"
399,"registro 399 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 399","bulk"
400,"registro 400 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 400","bulk"
401,"registro 401 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 401","bulk"
402,"registro 402 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 402","bulk"
403,"registro 403 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 403","bulk"
404,"registro 404 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 404","bulk"
405,"registro 405 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 405","bulk"
406,"registro 406 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 406","bulk"
407,"registro 407 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 407","bulk"
408,"registro 408 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 408","bulk"
409,"registro 409 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 409","bulk"
410,"registro 410 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 410","bulk"
411,"registro 411 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 411","bulk"
412,"registro 412 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 412","bulk"
413,"registro 413 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 413","bulk"
414,"registro 414 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 414","bulk"
415,"registro 415 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 415","bulk"
416,"registro 416 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 416","bulk"
417,"registro 417 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 417","bulk"
418,"registro 418 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 418","bulk"
419,"registro 419 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 419","bulk"
420,"registro 420 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 420","bulk"
421,"registro 421 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 421","bulk"
422,"registro 422 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 422","bulk"
423,"registro 423 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 423","bulk"
424,"registro 424 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 424","bulk"
425,"registro 425 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 425","bulk"
426,"registro 426 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 426","bulk"
427,"registro 427 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 427","bulk"
428,"registro 428 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 428","bulk"
429,"registro 429 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 429","bulk"
430,"registro 430 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 430","bulk"
431,"registro 431 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 431","bulk"
432,"registro 432 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 432","bulk"
433,"registro 433 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 433","bulk"
434,"registro 434 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 434","bulk"
435,"registro 435 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 435","bulk"
436,"registro 436 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 436","bulk"
437,"registro 437 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 437","bulk"
438,"registro 438 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 438","bulk"
439,"registro 439 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 439","bulk"
440,"registro 440 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 440","bulk"
441,"registro 441 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 441","bulk"
442,"registro 442 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 442","bulk"
443,"registro 443 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 443","bulk"
444,"registro 444 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 444","bulk"
445,"registro 445 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 445","bulk"
446,"registro 446 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 446","bulk"
447,"registro 447 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 447","bulk"
448,"registro 448 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 448","bulk"
449,"registro 449 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 449","bulk"
450,"registro 450 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 450","bulk"
451,"registro 451 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 451","bulk"
452,"registro 452 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 452","bulk"
453,"registro 453 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 453","bulk"
454,"registro 454 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 454","bulk"
455,"registro 455 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 455","bulk"
456,"registro 456 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 456","bulk"
457,"registro 457 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 457","bulk"
458,"registro 458 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 458","bulk"
459,"registro 459 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 459","bulk"
460,"registro 460 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 460","bulk"
461,"registro 461 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 461","bulk"
462,"registro 462 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 462","bulk"
463,"registro 463 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 463","bulk"
464,"registro 464 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 464","bulk"
465,"registro 465 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 465","bulk"
466,"registro 466 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 466","bulk"
467,"registro 467 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 467","bulk"
468,"registro 468 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 468","bulk"
469,"registro 469 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 469","bulk"
470,"registro 470 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 470","bulk"
471,"registro 471 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 471","bulk"
472,"registro 472 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 472","bulk"
473,"registro 473 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 473","bulk"
474,"registro 474 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 474","bulk"
475,"registro 475 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 475","bulk"
476,"registro 476 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 476","bulk"
477,"registro 477 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 477","bulk"
478,"registro 478 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 478","bulk"
479,"registro 479 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 479","bulk"
480,"registro 480 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 480","bulk"
481,"registro 481 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 481","bulk"
482,"registro 482 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 482","bulk"
483,"registro 483 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 483","bulk"
484,"registro 484 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 484","bulk"
485,"registro 485 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 485","bulk"
486,"registro 486 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 486","bulk"
487,"registro 487 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 487","bulk"
488,"registro 488 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 488","bulk"
489,"registro 489 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 489","bulk"
490,"registro 490 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 490","bulk"
491,"registro 491 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 491","bulk"
492,"registro 492 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 492","bulk"
493,"registro 493 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 493","bulk"
494,"registro 494 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 494","bulk"
495,"registro 495 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 495","bulk"
496,"registro 496 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 496","bulk"
497,"registro 497 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 497","bulk"
498,"registro 498 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 498","bulk"
499,"registro 499 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 499","bulk"
500,"registro 500 introduccion sidecar memtable sparse index arquitectura hexagonal busqueda and token 500","bulk"
